case,input_path,requested_pipeline,selected_pipeline,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir
tc_public_21,data\tc_public\tc_public_21\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_21\output.blif,results\portfolio\sop_fx\tc_public_21\output.candidate.blif,results\baseline\tc_public_21\output.blif,5688,20,5685,20,5685,20,5763,20,0,0,True,0.2262506999541074,0.4040477001108229,0.15506170003209263,23.1953125,results\portfolio\sop_fx\tc_public_21\logs
tc_public_22,data\tc_public\tc_public_22\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_22\output.blif,results\portfolio\sop_fx\tc_public_22\output.candidate.blif,results\baseline\tc_public_22\output.blif,11283,20,11265,20,11265,20,11367,20,0,0,True,0.40053240000270307,0.737224799930118,0.15559909993316978,30.63671875,results\portfolio\sop_fx\tc_public_22\logs
tc_public_23,data\tc_public\tc_public_23\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_23\output.blif,results\portfolio\sop_fx\tc_public_23\output.candidate.blif,results\baseline\tc_public_23\output.blif,1530,16,1530,16,1530,16,1530,263,0,0,True,0.10793199995532632,0.06672529992647469,0.1355772000970319,11.38671875,results\portfolio\sop_fx\tc_public_23\logs
tc_public_24,data\tc_public\tc_public_24\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_24\output.blif,results\portfolio\sop_fx\tc_public_24\output.candidate.blif,results\baseline\tc_public_24\output.blif,215,8,215,8,215,8,223,15,0,0,True,0.08603680005762726,0.06695190002210438,0.12073390011209995,10.2734375,results\portfolio\sop_fx\tc_public_24\logs
tc_public_25,data\tc_public\tc_public_25\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_25\output.blif,results\portfolio\sop_fx\tc_public_25\output.candidate.blif,results\baseline\tc_public_25\output.blif,32,8,26,4,26,4,101,14,0,0,True,0.08926310006063432,0.06820990005508065,0.11702510004397482,10.265625,results\portfolio\sop_fx\tc_public_25\logs
tc_public_26,data\tc_public\tc_public_26\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_26\output.blif,results\portfolio\sop_fx\tc_public_26\output.candidate.blif,results\baseline\tc_public_26\output.blif,1064,10,1064,10,1064,10,1064,32,0,0,True,0.08698630006983876,0.08734379999805242,0.12058770004659891,12.453125,results\portfolio\sop_fx\tc_public_26\logs
tc_public_27,data\tc_public\tc_public_27\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_27\output.blif,results\portfolio\sop_fx\tc_public_27\output.candidate.blif,results\baseline\tc_public_27\output.blif,384,7,376,7,376,7,576,20,0,0,True,0.08853830001316965,0.06734469998627901,0.13532120001036674,10.578125,results\portfolio\sop_fx\tc_public_27\logs
tc_public_28,data\tc_public\tc_public_28\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_28\output.blif,results\portfolio\sop_fx\tc_public_28\output.candidate.blif,results\baseline\tc_public_28\output.blif,520,7,520,7,520,7,576,20,0,0,True,0.08830369997303933,0.06830320006702095,0.1170202000066638,10.51171875,results\portfolio\sop_fx\tc_public_28\logs
tc_public_29,data\tc_public\tc_public_29\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_29\output.blif,results\portfolio\sop_fx\tc_public_29\output.candidate.blif,results\baseline\tc_public_29\output.blif,109,7,110,7,109,7,121,8,0,0,True,0.0870126000372693,0.06707860005553812,0.11688039998989552,10.11328125,results\portfolio\sop_fx\tc_public_29\logs
tc_public_3,data\tc_public\tc_public_3\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_3\output.blif,results\portfolio\sop_fx\tc_public_3\output.candidate.blif,results\baseline\tc_public_3\output.blif,109,8,150,11,109,8,208,13,0,0,True,0.08922049996908754,0.08983499999158084,0.14103669999167323,10.3671875,results\portfolio\sop_fx\tc_public_3\logs
tc_public_30,data\tc_public\tc_public_30\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_30\output.blif,results\portfolio\sop_fx\tc_public_30\output.candidate.blif,results\baseline\tc_public_30\output.blif,8871,22,9418,22,8871,22,14139,1036,0,0,True,0.24970819998998195,1.248617099947296,0.15669480001088232,29.75390625,results\portfolio\sop_fx\tc_public_30\logs
tc_public_4,data\tc_public\tc_public_4\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_4\output.blif,results\portfolio\sop_fx\tc_public_4\output.candidate.blif,results\baseline\tc_public_4\output.blif,69,8,115,9,69,8,145,12,0,0,True,0.10095709993038327,0.09804289997555315,0.14678390009794384,10.375,results\portfolio\sop_fx\tc_public_4\logs
tc_public_5,data\tc_public\tc_public_5\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_5\output.blif,results\portfolio\sop_fx\tc_public_5\output.candidate.blif,results\baseline\tc_public_5\output.blif,66,2,66,2,66,2,128,2,0,0,True,0.08878619992174208,0.06872970005497336,0.1419611000455916,10.49609375,results\portfolio\sop_fx\tc_public_5\logs
tc_public_6,data\tc_public\tc_public_6\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_6\output.blif,results\portfolio\sop_fx\tc_public_6\output.candidate.blif,results\baseline\tc_public_6\output.blif,162,4,162,4,162,4,256,5,0,0,True,0.09034039999824017,0.09147630003280938,0.12172779999673367,10.65234375,results\portfolio\sop_fx\tc_public_6\logs
tc_public_7,data\tc_public\tc_public_7\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_7\output.blif,results\portfolio\sop_fx\tc_public_7\output.candidate.blif,results\baseline\tc_public_7\output.blif,252,3,252,3,252,3,252,3,0,0,True,0.088965900009498,0.08912889997009188,0.11966630001552403,10.734375,results\portfolio\sop_fx\tc_public_7\logs
tc_public_8,data\tc_public\tc_public_8\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_8\output.blif,results\portfolio\sop_fx\tc_public_8\output.candidate.blif,results\baseline\tc_public_8\output.blif,193,3,193,3,193,3,193,3,0,0,True,0.0904986000386998,0.08918619994074106,0.11865400010719895,10.63671875,results\portfolio\sop_fx\tc_public_8\logs
tc_public_9,data\tc_public\tc_public_9\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_9\output.blif,results\portfolio\sop_fx\tc_public_9\output.candidate.blif,results\baseline\tc_public_9\output.blif,224,5,224,5,224,5,224,5,0,0,True,0.10774629993829876,0.0907289000460878,0.11878170003183186,10.61328125,results\portfolio\sop_fx\tc_public_9\logs
